0.513122,0.860783
0.356239,0.790055
0.274009,0.668277
0.246593,0.552753
0.221277,0.469811
0.414848,0.50565
0.387338,0.34371
0.377919,0.23178
0.373127,0.143402
0.520822,0.508402
0.538382,0.331114
0.547799,0.214045
0.545361,0.124099
0.613324,0.541049
0.643841,0.379376
0.645113,0.273412
0.638148,0.187606
0.703423,0.596537
0.745857,0.481994
0.779236,0.391669
0.80264,0.292284
end 
0.506808,0.886893
0.368973,0.802153
0.294318,0.693462
0.257951,0.592459
0.218703,0.518429
0.415419,0.536288
0.399724,0.384116
0.389902,0.283908
0.384089,0.207542
0.513265,0.543653
0.531196,0.379362
0.53159,0.270355
0.531541,0.18771
0.601153,0.577175
0.6371,0.43109
0.642354,0.327082
0.64967,0.245386
0.686446,0.630319
0.725277,0.533637
0.74723,0.458678
0.767902,0.382757
end 
0.548307,0.869741
0.419813,0.780125
0.346351,0.674672
0.315332,0.581759
0.278011,0.503599
0.464037,0.530288
0.438273,0.392916
0.424127,0.294506
0.418203,0.213545
0.550501,0.538596
0.556012,0.385314
0.560872,0.272249
0.567382,0.181443
0.627376,0.566653
0.655563,0.429978
0.662986,0.322717
0.670526,0.236583
0.702999,0.618217
0.743786,0.527979
0.773656,0.457131
0.801778,0.38122
end 
0.531132,0.868913
0.409769,0.7697
0.338563,0.66661
0.302942,0.574711
0.263114,0.494366
0.441794,0.548798
0.42186,0.401522
0.408644,0.301326
0.399904,0.226218
0.522634,0.553223
0.52998,0.397303
0.53776,0.280941
0.542072,0.193553
0.595555,0.579169
0.628241,0.440399
0.640825,0.336229
0.65016,0.257826
0.668163,0.627757
0.710313,0.528423
0.742557,0.45131
0.77215,0.376193
end 
0.527524,0.870736
0.415804,0.764394
0.352664,0.660661
0.316727,0.56114
0.27201,0.482816
0.461198,0.534521
0.445192,0.38967
0.431565,0.294965
0.423982,0.218257
0.535127,0.539909
0.547383,0.383737
0.552398,0.274156
0.559286,0.194098
0.602864,0.56793
0.636382,0.426948
0.645335,0.323641
0.656467,0.248582
0.670473,0.622563
0.717661,0.523266
0.749636,0.444291
0.779129,0.367946
end 
0.538521,0.86068
0.436565,0.762519
0.366942,0.657895
0.332171,0.555243
0.296365,0.478406
0.464039,0.534736
0.446648,0.387664
0.434552,0.290059
0.427198,0.209452
0.535446,0.539666
0.538434,0.379619
0.543739,0.268024
0.551387,0.185822
0.601253,0.572069
0.630826,0.426175
0.641753,0.325005
0.652655,0.247868
0.667735,0.633433
0.712718,0.525717
0.741942,0.44613
0.765388,0.365563
end 
0.541004,0.869735
0.440223,0.772003
0.371119,0.663773
0.335829,0.55896
0.304087,0.478116
0.47227,0.5297
0.455267,0.386059
0.444613,0.289292
0.438612,0.210938
0.541154,0.534813
0.548552,0.37394
0.55162,0.267008
0.553801,0.185987
0.604772,0.565745
0.635423,0.424034
0.646203,0.324242
0.654573,0.247909
0.668098,0.625131
0.714211,0.520998
0.744907,0.442115
0.76939,0.361848
end 
0.526896,0.850261
0.430173,0.747189
0.364349,0.644756
0.33411,0.544335
0.319198,0.473254
0.467298,0.521207
0.453479,0.382513
0.443092,0.292787
0.435899,0.224886
0.535125,0.522533
0.544712,0.364473
0.546936,0.263185
0.550667,0.194338
0.597209,0.548776
0.624785,0.408102
0.633861,0.312448
0.640957,0.247912
0.659433,0.600981
0.702434,0.494419
0.731468,0.41851
0.753052,0.350386
end 
0.538982,0.845289
0.440209,0.747981
0.373353,0.649601
0.338864,0.547189
0.310211,0.467329
0.467827,0.522904
0.442893,0.384168
0.425092,0.2917
0.413818,0.216409
0.537271,0.521172
0.54042,0.367944
0.536008,0.259527
0.535753,0.183178
0.599161,0.542259
0.622496,0.40643
0.626869,0.308
0.632959,0.235203
0.66175,0.59301
0.700066,0.490832
0.724016,0.416073
0.744236,0.343405
end 
0.534127,0.843938
0.434221,0.74691
0.367501,0.648785
0.334034,0.548236
0.314633,0.472759
0.46555,0.522902
0.439147,0.38078
0.423548,0.289028
0.412524,0.216637
0.532989,0.520914
0.538762,0.360826
0.538532,0.252913
0.539301,0.179511
0.593621,0.54382
0.620609,0.400842
0.628905,0.3021
0.633911,0.232262
0.656844,0.594761
0.699961,0.487962
0.726851,0.411015
0.745913,0.337953
end 
0.546824,0.836619
0.44267,0.739519
0.373003,0.645894
0.331664,0.549309
0.312857,0.471628
0.468762,0.522513
0.445228,0.378682
0.430944,0.287507
0.419701,0.216444
0.537132,0.518631
0.540122,0.360859
0.54101,0.253416
0.539967,0.17847
0.599142,0.539439
0.621359,0.399628
0.627343,0.2997
0.629295,0.228487
0.662847,0.586558
0.702319,0.480577
0.724792,0.404775
0.739678,0.333197
end 
0.563554,0.826388
0.469791,0.728804
0.403821,0.63196
0.367855,0.544981
0.338037,0.482586
0.499397,0.487538
0.486918,0.357541
0.481766,0.275412
0.482042,0.208369
0.569796,0.489755
0.583599,0.34704
0.587249,0.25445
0.58371,0.184111
0.635337,0.520915
0.662912,0.395446
0.676712,0.308338
0.681422,0.244466
0.699927,0.579336
0.738247,0.489301
0.767677,0.422072
0.783916,0.355128
end 
0.555613,0.86545
0.453721,0.766383
0.400181,0.662771
0.363188,0.57097
0.323348,0.493933
0.492603,0.542102
0.494512,0.402804
0.489276,0.309744
0.488846,0.229519
0.565246,0.547343
0.591838,0.394942
0.602054,0.290394
0.606698,0.208765
0.6309,0.583508
0.668666,0.447946
0.689424,0.349026
0.70922,0.271669
0.693018,0.643118
0.741927,0.545496
0.779859,0.469289
0.811791,0.393044
end 
0.599193,0.816655
0.498026,0.704515
0.443627,0.619306
0.397472,0.533223
0.36888,0.465112
0.521101,0.532952
0.512822,0.383378
0.504971,0.278129
0.503491,0.196434
0.59651,0.539219
0.616102,0.378507
0.626884,0.256224
0.638393,0.153622
0.664516,0.564985
0.70412,0.412322
0.722502,0.303754
0.742467,0.211701
0.730201,0.61023
0.778277,0.498275
0.815841,0.414537
0.845377,0.331221
end 
0.59882,0.840315
0.51402,0.71647
0.459289,0.628925
0.408995,0.547749
0.371878,0.475231
0.526331,0.536074
0.543483,0.378832
0.554995,0.287645
0.562929,0.215637
0.595302,0.557526
0.64079,0.389794
0.683881,0.271934
0.717479,0.169531
0.655738,0.594782
0.713152,0.446618
0.751209,0.338551
0.789256,0.245282
0.720099,0.643879
0.776232,0.530643
0.823201,0.454817
0.86182,0.377123
end 
0.574633,0.826248
0.502332,0.71424
0.437405,0.634902
0.391911,0.555095
0.369641,0.503692
0.496302,0.574189
0.506333,0.424097
0.527979,0.331489
0.547806,0.255799
0.572587,0.584994
0.605819,0.422259
0.644242,0.305511
0.67625,0.202835
0.639733,0.607378
0.684567,0.459754
0.725612,0.353654
0.762573,0.265479
0.705928,0.644455
0.752458,0.526451
0.799935,0.455801
0.846812,0.390822
end 
0.519267,0.833068
0.458664,0.70701
0.402749,0.628552
0.362547,0.538075
0.348229,0.465013
0.443217,0.565791
0.467292,0.415356
